,chr,start,end,altAF,quality,reads
177,1,1650797,1650798,0.6367041198501873,6836.7998046875,267
178,1,1650801,1650802,0.6213235294117647,6746.7998046875,272
179,1,1650807,1650808,0.4028268551236749,2729.800048828125,283
180,1,1650832,1650833,0.5864406779661017,4504.7998046875,295
181,1,1650845,1650846,0.43,3058.800048828125,300
182,1,1650920,1650921,0.30666666666666664,1225.800048828125,150
183,1,1650938,1650941,0.48695652173913045,2343.699951171875,115
184,1,1650942,1650943,0.5172413793103449,2343.699951171875,116
185,1,1653004,1653005,1.0,3195.800048828125,104
186,1,1653028,1653029,1.0,3299.800048828125,114
187,1,1654013,1654014,1.0,39.70000076293945,2
188,1,1654038,1654039,1.0,614.7999877929688,17
189,1,1654058,1654059,0.9705882352941176,1546.800048828125,34
190,1,1654064,1654065,0.9736842105263158,1591.800048828125,38
191,1,1654065,1654069,0.9736842105263158,1582.699951171875,38
192,1,1663851,1663852,0.625,2357.800048828125,96
193,1,1663861,1663862,0.616822429906542,2505.800048828125,107
194,1,1666175,1666176,0.19402985074626866,219.8000030517578,134
195,1,1666251,1666252,0.3835616438356164,1493.800048828125,146
196,1,1669734,1669735,0.46296296296296297,2058.800048828125,162
197,1,1669748,1669749,0.5254237288135594,2487.800048828125,177
198,1,1670958,1670959,0.9,726.9000244140625,30
199,1,1684347,1684348,0.43137254901960786,2361.699951171875,153
200,1,1684472,1684473,0.39106145251396646,1541.800048828125,179
201,1,1685463,1685464,0.5041322314049587,1540.800048828125,121
202,1,1686040,1686041,0.6091370558375635,3134.699951171875,197
203,1,1686943,1686944,0.4818181818181818,1868.699951171875,110
204,1,1686962,1686963,0.45263157894736844,1617.800048828125,95
205,1,1688513,1688514,0.5288461538461539,1265.699951171875,104
206,1,1689762,1689763,0.4953271028037383,1544.800048828125,107
207,1,1696659,1696660,1.0,2745.800048828125,83
208,1,1737895,1737896,0.41739130434782606,1803.800048828125,115
209,1,1737900,1737901,0.41379310344827586,1779.800048828125,116
210,1,1822814,1822815,0.45454545454545453,79.80000305175781,11
211,1,1846765,1846766,0.4391891891891892,1601.800048828125,148
212,1,1847856,1847857,0.49019607843137253,1446.800048828125,102
213,1,1849529,1849530,0.40408163265306124,2574.800048828125,245
214,1,1850627,1850637,0.391304347826087,298.70001220703125,23
215,1,1854109,1854110,0.5094339622641509,1398.800048828125,106
216,1,1858309,1858310,0.52,1239.800048828125,75
217,1,1859131,1859132,0.4205607476635514,1156.800048828125,107
218,1,1861582,1861583,0.40939597315436244,1580.800048828125,149
219,1,1873453,1873454,0.5238095238095238,1087.800048828125,84
220,1,1873514,1873515,0.5378151260504201,1606.800048828125,119
221,1,1873525,1873526,0.5126050420168067,1481.800048828125,119
222,1,1873625,1873626,0.5833333333333334,1032.800048828125,60
223,1,1875858,1875860,0.45161290322580644,2072.699951171875,124
224,1,1887091,1887093,0.33707865168539325,1138.699951171875,89
225,1,1887111,1887113,0.40186915887850466,1477.699951171875,107
226,1,1887245,1887246,0.43870967741935485,1761.800048828125,155
227,1,1888193,1888194,0.4049586776859504,1175.800048828125,121
228,1,1895177,1895178,0.4666666666666667,1315.800048828125,105
229,1,1896440,1896441,0.6466165413533834,2253.800048828125,133
230,1,1900024,1900026,0.4666666666666667,898.7000122070312,60
231,1,1900106,1900107,0.4953271028037383,2039.699951171875,107
232,1,1900232,1900233,0.5,1340.800048828125,102
233,1,1916529,1916530,1.0,3408.800048828125,109
234,1,1916587,1916588,1.0,2438.800048828125,72
235,1,1916890,1916891,1.0,4208.7998046875,138
236,1,1918488,1918489,1.0,3121.800048828125,90
237,1,1920434,1920435,0.45714285714285713,184.6999969482422,35
238,1,1922303,1922304,1.0,2530.800048828125,76
239,1,1955984,1955985,1.0,8609.7998046875,263
240,1,1956362,1956363,1.0,5824.7998046875,184
241,1,1957037,1957038,0.47282608695652173,2130.800048828125,184
242,1,1987874,1987875,0.5959595959595959,1457.800048828125,99
243,1,1987993,1987994,0.4589041095890411,1598.800048828125,146
244,1,1988044,1988045,0.43333333333333335,1018.7999877929688,90
245,1,2005740,2005741,1.0,4457.7998046875,156
246,1,2006108,2006109,0.5283018867924528,693.7000122070312,53
247,1,2121118,2121119,0.5769230769230769,712.7999877929688,52
248,1,2144788,2144789,1.0,9626.7998046875,289
249,1,2144982,2144983,1.0,7278.7998046875,219
250,1,2160390,2160391,1.0,56.70000076293945,2
251,1,2286947,2286948,0.5254237288135594,1558.800048828125,118
252,1,2288852,2288853,0.42857142857142855,836.7999877929688,84
253,1,2332391,2332392,0.43820224719101125,867.7999877929688,89
254,1,2338126,2338127,0.4759825327510917,3007.800048828125,229
255,1,2340200,2340201,1.0,4968.7998046875,157
256,1,2362001,2362002,0.4682080924855491,2108.800048828125,173
257,1,2362020,2362021,0.48823529411764705,2174.800048828125,170
258,1,2399119,2399120,0.5811965811965812,2307.800048828125,117
259,1,2399149,2399150,0.5652173913043478,1959.800048828125,92
260,1,2409892,2409893,1.0,4355.7998046875,135
261,1,2411435,2411436,0.5026178010471204,2157.800048828125,191
262,1,2411451,2411452,1.0,5494.7998046875,178
263,1,2422614,2422615,1.0,4310.7998046875,124
264,1,2426313,2426314,0.42168674698795183,1655.800048828125,166
265,1,2430617,2430618,1.0,8940.7998046875,277
266,1,2433900,2433901,1.0,1879.800048828125,65
267,1,2444414,2444415,1.0,9033.7998046875,303
268,1,2452569,2452570,1.0,8031.7998046875,251
269,1,2488153,2488154,1.0,7816.7998046875,239
270,1,2490898,2490899,0.8599033816425121,4285.7998046875,207
271,1,2490942,2490943,1.0,8903.7998046875,261
272,1,2491205,2491206,1.0,10215.7998046875,315
273,1,2518186,2518187,1.0,852.7999877929688,30
274,1,2520500,2520501,1.0,4221.7998046875,135
275,1,2520527,2520528,1.0,3848.800048828125,116
276,1,2524205,2524206,1.0,4577.7998046875,139
277,1,2526746,2526747,1.0,9117.7998046875,286
278,1,2535613,2535614,1.0,2345.800048828125,78
279,1,2535758,2535759,1.0,2830.699951171875,86
280,1,2537095,2537096,0.98,3962.800048828125,150
281,1,2537838,2537839,1.0,3645.800048828125,110
282,1,2541269,2541270,1.0,7474.7998046875,233
283,1,2716624,2716625,1.0,3628.800048828125,125
284,1,2938989,2938990,1.0,8068.7998046875,250
285,1,3301721,3301722,0.41363636363636364,2349.800048828125,220
286,1,3328358,3328359,0.47440273037542663,3447.800048828125,293
287,1,3383898,3383899,1.0,4414.7998046875,127
288,1,3389727,3389728,1.0,7054.7998046875,227
289,1,3394456,3394457,0.993006993006993,4650.7998046875,143
290,1,3394640,3394641,1.0,2860.800048828125,83
291,1,3395039,3395040,1.0,5318.7998046875,168
292,1,3397188,3397189,1.0,5998.7998046875,177
293,1,3413868,3413869,0.5252525252525253,1198.800048828125,99
294,1,3416449,3416450,0.9923664122137404,3712.800048828125,131
295,1,3418391,3418392,0.56,2203.800048828125,150
296,1,3440647,3440648,1.0,2192.800048828125,67
297,1,3440824,3440825,0.5306122448979592,1351.800048828125,98
298,1,3496479,3496480,1.0,5850.7998046875,179
299,1,3540024,3540025,1.0,9319.7998046875,299
300,1,3545175,3545195,1.0,2504.699951171875,56
301,1,3548136,3548137,1.0,6536.7998046875,207
302,1,3598900,3598901,0.49523809523809526,1941.800048828125,105
303,1,3598910,3598911,0.45689655172413796,1969.800048828125,116
304,1,3607532,3607533,0.4396551724137931,1118.800048828125,116
305,1,3638674,3638675,1.0,5027.7998046875,170
306,1,3644349,3644350,1.0,3532.800048828125,127
307,1,3644374,3644375,1.0,2634.800048828125,91
308,1,3645844,3645845,1.0,4439.7998046875,102
309,1,3669201,3669202,1.0,8816.7998046875,197
310,1,3669205,3669206,1.0,8816.7998046875,197
311,1,3672156,3672157,1.0,3608.800048828125,112
312,1,3673496,3673497,1.0,1608.800048828125,46
313,1,3677933,3677934,1.0,5633.7998046875,182
314,1,3679139,3679140,1.0,6127.7001953125,139
315,1,3679146,3679147,1.0,6336.7998046875,145
316,1,3679307,3679308,1.0,4523.7998046875,139
317,1,3679775,3679776,1.0,7987.7998046875,260
318,1,3713066,3713067,0.2222222222222222,25.700000762939453,9
319,1,3713067,3713068,0.2222222222222222,34.79999923706055,9
320,1,3732103,3732104,0.48695652173913045,1356.800048828125,115
321,1,3745557,3745558,0.34951456310679613,881.7999877929688,103
322,1,3745787,3745788,0.4696969696969697,871.7999877929688,66
323,1,3746583,3746584,0.45,1002.7999877929688,60
324,1,3746585,3746586,0.5423728813559322,1209.800048828125,59
325,1,3746589,3746590,1.0,2556.800048828125,57
326,1,3747580,3747581,0.4794520547945205,963.7999877929688,73
327,1,3747603,3747604,1.0,3086.800048828125,92
328,1,3753136,3753137,0.5367647058823529,1724.800048828125,136
329,1,3755675,3755676,1.0,3531.800048828125,111
330,1,3759784,3759785,1.0,3383.800048828125,108
331,1,3759889,3759890,0.38461538461538464,87.69999694824219,26
332,1,3759937,3759938,0.6363636363636364,323.79998779296875,22
333,1,3761479,3761480,0.48905109489051096,1676.800048828125,137
334,1,3764216,3764217,0.52,1639.800048828125,125
335,1,3775454,3775455,1.0,4101.7998046875,125
336,1,3782608,3782609,1.0,2536.800048828125,73
337,1,3786189,3786190,0.581081081081081,3219.800048828125,222
338,1,3806643,3806644,0.5612244897959183,1288.800048828125,98
339,1,3807122,3807123,0.6309523809523809,1558.800048828125,84
340,1,3807388,3807389,0.5029239766081871,2397.800048828125,171
341,1,3807593,3807594,1.0,4129.7998046875,120
342,1,3808171,3808172,0.6228070175438597,2052.800048828125,114
343,1,3808362,3808363,0.5217391304347826,1667.800048828125,115
344,1,3809326,3809327,0.5,2228.800048828125,160
345,1,4772053,4772054,0.47674418604651164,1051.800048828125,86
346,1,4772717,4772718,0.4514285714285714,1941.800048828125,175
347,1,4834606,4834607,0.5616438356164384,1052.800048828125,73
348,1,5935162,5935163,1.0,4856.7998046875,140
349,1,5937168,5937169,1.0,4999.7998046875,158
350,1,5937391,5937392,1.0,3434.800048828125,107
351,1,5939544,5939545,1.0,2483.800048828125,76
352,1,6157282,6157283,1.0,3865.800048828125,113
353,1,6157434,6157435,1.0,7287.7998046875,224
354,1,6158562,6158563,1.0,2966.800048828125,97
355,1,6184092,6184093,0.36082474226804123,1689.800048828125,194
356,1,6184192,6184193,0.41228070175438597,1262.800048828125,114
357,1,6184728,6184730,0.16666666666666666,32.70000076293945,54
358,1,6188546,6188547,0.49612403100775193,1702.800048828125,129
359,1,6204222,6204223,0.5128205128205128,2046.800048828125,156
360,1,6209363,6209364,0.49458483754512633,3420.800048828125,277
361,1,6211183,6211184,0.5469613259668509,2667.800048828125,181
362,1,6215736,6215737,0.5128205128205128,2442.800048828125,195
363,1,6291918,6291920,0.21739130434782608,115.69999694824219,69
364,1,6305292,6305293,1.0,626.7999877929688,23
365,1,6305303,6305304,1.0,578.7999877929688,17
366,1,6313938,6313939,1.0,3226.800048828125,104
367,1,6314822,6314823,0.9954337899543378,6999.7998046875,219
368,1,6355065,6355066,0.5274725274725275,1157.800048828125,91
369,1,6473294,6473295,0.5161290322580645,2449.800048828125,186
370,1,6530965,6530966,1.0,1444.699951171875,43
371,1,6579607,6579608,1.0,5268.7998046875,171
372,1,6586070,6586071,1.0,4266.7998046875,130
373,1,6605770,6605771,1.0,8158.7001953125,182
374,1,6605846,6605847,1.0,3451.800048828125,90
375,1,6605979,6605980,0.7916666666666666,504.70001220703125,24
376,1,6614391,6614392,1.0,504.79998779296875,16
377,1,6614415,6614416,1.0,221.8000030517578,6
378,1,6614535,6614536,1.0,944.7999877929688,37
379,1,6631319,6631320,1.0,3291.800048828125,89
380,1,6635231,6635232,1.0,9624.7998046875,299
381,1,6636461,6636462,0.5619834710743802,1844.800048828125,121
382,1,6659505,6659506,0.4935064935064935,2022.800048828125,154
383,1,6662913,6662914,0.8333333333333334,94.80000305175781,6
384,1,6681744,6681745,1.0,3209.800048828125,95
385,1,6689824,6689825,0.5439560439560439,2395.800048828125,182
386,1,6693097,6693098,0.46258503401360546,1754.800048828125,147
387,1,6695802,6695803,1.0,3678.800048828125,116
388,1,6700131,6700132,0.6190476190476191,139.6999969482422,21
389,1,6704635,6704636,1.0,4613.7001953125,144
390,1,6705944,6705945,0.5064102564102564,1878.800048828125,156
391,1,6727802,6727805,0.08552631578947369,13.899999618530273,152
392,1,6947717,6947718,0.5094339622641509,1419.800048828125,106
393,1,7527996,7527997,0.4166666666666667,1159.800048828125,108
394,1,7723534,7723535,0.484,3276.800048828125,250
395,1,7723957,7723958,1.0,9681.7998046875,283
396,1,7725284,7725285,0.425531914893617,890.7999877929688,94
397,1,7725297,7725298,0.3333333333333333,509.79998779296875,87
398,1,7725308,7725311,0.25316455696202533,404.70001220703125,79
399,1,7737651,7737652,0.4765625,1503.800048828125,128
400,1,7796641,7796642,0.525,1110.800048828125,80
401,1,7811215,7811216,0.43037974683544306,949.7999877929688,79
402,1,7845695,7845696,0.5977011494252874,1546.800048828125,87
403,1,7861153,7861154,0.38596491228070173,529.7000122070312,57
404,1,7869915,7869916,1.0,2949.800048828125,89
405,1,7870048,7870049,1.0,6366.7998046875,204
406,1,7887248,7887249,0.44537815126050423,1202.800048828125,119
407,1,7887493,7887494,1.0,8575.7998046875,255
408,1,7889941,7889942,0.47596153846153844,2578.800048828125,208
409,1,7889972,7890027,0.2549019607843137,1532.699951171875,204
410,1,7890064,7890065,0.6512455516014235,4729.7998046875,281
411,1,7890264,7890265,0.5232558139534884,2477.800048828125,172
412,1,7906859,7906860,0.6666666666666666,690.7000122070312,27
413,1,7907971,7907972,0.46153846153846156,877.7999877929688,78
414,1,7913430,7913431,1.0,5194.7998046875,170
415,1,7995033,7995034,0.4672897196261682,1365.800048828125,107
416,1,8022800,8022802,0.39473684210526316,121.69999694824219,38
417,1,8390384,8390385,0.5574712643678161,2408.800048828125,174
418,1,8390495,8390496,1.0,3384.800048828125,107
419,1,8404093,8404094,1.0,2857.800048828125,83
420,1,8418644,8418645,0.48255813953488375,3105.800048828125,172
421,1,8418650,8418651,0.5,3339.800048828125,180
422,1,8420091,8420092,0.16176470588235295,16.899999618530273,68
423,1,8421203,8421204,0.4178082191780822,1330.800048828125,146
424,1,8926329,8926330,0.4672897196261682,1468.800048828125,107
425,1,8928125,8928126,0.48091603053435117,1455.800048828125,131
426,1,9017204,9017205,0.4745762711864407,1224.800048828125,118
427,1,9030964,9030965,0.46540880503144655,1706.800048828125,159
428,1,9034421,9034422,0.4533333333333333,2844.800048828125,225
429,1,9052784,9052785,0.43283582089552236,2937.800048828125,268
430,1,9063602,9063603,0.5208333333333334,1437.800048828125,96
431,1,9070159,9070160,0.2222222222222222,11.100000381469727,72
432,1,9074932,9074933,0.5943396226415094,1380.800048828125,106
433,1,9165685,9165686,0.44387755102040816,2027.800048828125,196
434,1,9305445,9305446,0.4885844748858447,2957.800048828125,219
435,1,9307033,9307034,0.4326923076923077,1095.800048828125,104
436,1,9307138,9307139,0.41836734693877553,1030.800048828125,98
437,1,9323910,9323911,0.5077881619937694,4624.7998046875,321
438,1,9324213,9324214,0.4541832669322709,2997.800048828125,251
439,1,9324571,9324572,1.0,6050.7998046875,191
440,1,9324670,9324671,0.34782608695652173,1873.800048828125,230
441,1,9416151,9416152,0.46886446886446886,3417.800048828125,273
442,1,9416346,9416347,0.5096153846153846,2949.800048828125,208
443,1,9658465,9658466,0.5952380952380952,1420.800048828125,84
444,1,9658707,9658708,0.5585585585585585,1774.800048828125,111
445,1,9670834,9670835,0.553921568627451,3045.800048828125,204
446,1,9671257,9671259,0.40540540540540543,180.6999969482422,37
447,1,9671975,9671976,0.27692307692307694,198.8000030517578,65
448,1,9675376,9675377,0.5693950177935944,4575.7998046875,281
449,1,9682258,9682259,0.43636363636363634,1949.800048828125,165
450,1,9770690,9770693,0.27380952380952384,262.70001220703125,84
451,1,9780987,9780988,0.5470085470085471,1492.800048828125,117
452,1,9782556,9782557,0.5180722891566265,2386.800048828125,166
453,1,10041298,10041300,0.3,146.6999969482422,40
454,1,10045152,10045153,1.0,2181.800048828125,63
455,1,10190884,10190885,0.384,1288.800048828125,125
456,1,10318652,10318653,0.4875,2037.800048828125,160
457,1,10322054,10322055,0.43434343434343436,1076.800048828125,99
458,1,10327407,10327408,0.4,1062.800048828125,95
459,1,10328338,10328339,0.40229885057471265,836.7999877929688,87
460,1,10339209,10339212,0.46078431372549017,1765.699951171875,102
461,1,10342352,10342353,0.5675675675675675,1248.800048828125,74
462,1,10342629,10342630,1.0,2889.800048828125,79
463,1,10355834,10355835,0.4642857142857143,1034.800048828125,84
464,1,10357206,10357208,0.2727272727272727,134.6999969482422,77
465,1,10394536,10394537,0.2804878048780488,481.79998779296875,82
466,1,10408837,10408838,0.26506024096385544,259.70001220703125,83
467,1,10420937,10420938,0.46078431372549017,1344.800048828125,102
468,1,10425117,10425119,0.52,634.7000122070312,50
469,1,10431158,10431159,0.5833333333333334,1168.800048828125,72
470,1,10435324,10435325,0.3707865168539326,1383.800048828125,178
471,1,10459779,10459780,0.5522388059701493,977.7999877929688,67
472,1,10460485,10460486,0.39267015706806285,1924.800048828125,191
473,1,10473196,10473197,0.5950920245398773,2531.800048828125,163
474,1,10479635,10479636,0.5185185185185185,1792.800048828125,135
475,1,10479678,10479679,0.45394736842105265,1702.800048828125,152
476,1,10502307,10502309,1.0,1878.699951171875,67
477,1,10511589,10511590,1.0,6005.7998046875,191
478,1,10529194,10529195,0.5862068965517241,910.7999877929688,58
479,1,10596341,10596342,0.5136986301369864,1890.800048828125,146
480,1,10596388,10596389,1.0,3057.800048828125,100
481,1,10699272,10699276,0.3333333333333333,34.70000076293945,6
482,1,10703203,10703204,0.5813953488372093,2423.699951171875,129
483,1,10708142,10708143,0.441747572815534,2238.800048828125,206
